1536153261591,65
1536153262091,65
1536153263087,65
1536153264087,65
1536153265083,64
1536153266080,64
1536153267079,65
1536153268077,65
1536153269073,66
1536153270071,67
1536153271068,67
1536153272066,66
1536153273063,64
1536153274060,64
1536153275058,64
1536153276055,64
1536153277053,69
1536153278052,75
1536153279048,76
1536153280046,76
1536153281043,72
1536153282040,70
1536153283038,69
1536153284036,69
1536153285032,70
1536153286031,72
1536153287028,73
1536153288025,73
1536153289023,73
1536153290021,73
1536153291017,73
1536153292016,74
1536153293013,74
1536153294010,76
1536153295008,76
1536153296005,82
1536153297016,85
1536153298001,85
1536153298998,81
1536153299996,81
1536153300994,80
1536153301991,78
1536153302988,78
1536153303986,79
1536153304983,79
1536153305981,81
1536153306978,83
1536153307974,84
1536153308974,83
1536153309972,81
1536153310968,78
1536153311966,75
1536153312963,73
1536153313960,73
1536153314959,73
1536153315957,73
1536153316953,72
1536153317950,74
1536153318948,75
1536153319946,75
1536153320943,76
1536153321960,76
1536153322939,76
1536153323936,76
1536153324934,76
1536153325934,76
1536153326929,76
1536153327926,75
1536153328923,75
1536153329921,75
1536153330919,74
1536153331916,74
1536153332913,74
1536153333910,75
1536153335408,74
1536153335905,72
1536153336903,70
1536153337901,70
1536153338909,71
1536153339896,73
1536153340893,75
1536153341889,78
1536153342889,79
1536153343888,80
1536153344884,81
1536153345880,81
1536153346879,81
1536153347893,81
1536153348874,78
1536153349872,76
1536153350869,76
1536153351866,80
1536153352863,82
1536153353862,84
1536153354857,87
1536153355856,89
1536153356854,89
1536153357851,89
1536153358849,89
1536153359848,90
1536153360844,91
1536153361841,91
1536153362837,91
1536153363836,90
1536153364834,89
1536153365829,89
1536153366829,89
1536153367825,95
1536153368821,99
1536153369819,100
1536153370819,102
1536153371814,105
1536153372812,107
1536153373810,108
1536153374807,109
1536153375809,110
1536153376802,110
1536153378301,111
1536153378799,111
1536153379795,111
1536153380793,111
1536153381789,111
1536153382790,112
1536153383786,113
1536153384782,113
1536153385779,114
1536153386776,115
1536153387777,116
1536153388772,117
1536153389769,117
1536153390768,117
1536153391767,117
1536153392762,117
1536153393760,117
1536153394757,117
1536153395755,117
1536153396753,116
1536153397749,116
1536153398747,116
1536153399745,116
1536153400744,116
1536153401745,116
1536153402745,115
1536153403746,114
1536153404747,113
1536153405730,113
1536153406728,112
1536153407725,112
1536153408723,111
1536153410221,111
1536153411218,111
1536153412713,111
1536153413213,112
1536153414210,113
1536153415207,113
1536153416206,113
1536153417202,114
1536153418200,114
1536153419199,115
1536153420194,116
1536153421195,116
1536153422190,116
1536153423188,116
1536153424186,116
1536153425181,115
1536153426182,115
1536153427177,115
1536153428186,115
1536153429174,116
1536153430171,116
1536153431169,117
1536153432168,117
1536153433165,117
1536153434160,118
1536153435158,118
1536153436156,119
1536153437153,119
1536153438152,119
1536153439149,119
1536153440146,119
1536153441144,118
1536153442141,117
1536153443139,116
1536153444136,115
1536153445135,114
1536153446131,114
1536153447131,114
1536153448125,114
1536153449124,113
1536153450121,112
1536153451118,112
1536153452116,110
1536153453114,108
1536153454111,107
1536153455109,107
1536153456107,107
1536153457104,108
1536153458101,110
1536153459099,111
1536153460097,111
1536153461093,110
1536153462092,109
1536153463088,106
1536153464086,104
1536153465083,102
1536153466081,102
1536153467079,102
1536153468077,103
1536153469074,103
1536153470073,103
1536153471077,104
1536153472066,104
1536153473063,102
1536153474061,100
1536153475058,100
1536153476056,101
1536153477054,103
1536153478051,104
1536153479048,104
1536153480046,103
1536153481043,100
1536153482041,97
1536153483038,94
1536153484035,93
1536153485033,93
1536153486031,94
1536153487029,96
1536153488026,97
1536153489024,99
1536153490022,100
1536153491019,100
1536153492017,101
1536153493513,101
1536153494012,102
1536153495009,102
1536153496006,101
1536153497004,102
1536153498002,105
1536153498999,107
1536153499996,107
1536153500995,106
1536153501992,106
1536153502990,105
1536153503986,106
1536153504984,106
1536153505982,105
1536153507002,103
1536153507976,101
1536153508975,100
1536153509972,99
1536153510969,99
1536153511996,99
1536153512966,100
1536153513959,101
1536153514960,102
1536153515955,102
1536153516953,102
1536153517951,102
1536153518948,102
1536153519947,102
1536153520945,102
1536153521941,101
1536153522939,101
1536153523953,101
1536153524934,102
1536153525931,102
1536153526929,103
1536153527948,104
1536153528924,104
1536153529921,113
1536153530918,117
1536153531916,117
1536153532913,117
1536153533911,118
1536153534922,118
1536153535912,118
1536153536904,118
1536153537903,118
1536153538900,118
1536153539897,118
1536153540894,118
1536153541892,119
1536153542892,119
1536153543893,117
1536153544893,116
1536153545894,116
1536153546894,115
1536153547877,114
1536153548874,114
1536153549872,113
1536153550869,113
1536153551868,115
1536153552865,115
1536153553862,116
1536153554860,115
1536153555858,114
1536153556855,114
1536153557851,114
1536153558850,113
1536153559847,108
1536153560850,102
1536153561842,100
1536153562840,99
1536153563853,98
1536153564834,97
1536153565832,96
1536153566830,94
1536153567826,93
1536153568825,92
1536153569822,87
1536153570820,84
1536153571818,85
1536153572814,86
1536153573814,86
1536153574810,85
1536153575807,83
1536153576805,81
1536153577802,79
1536153578800,78
1536153579806,78
1536153580795,77
1536153581793,77
1536153582790,76
1536153583786,74
1536153584784,73
1536153585781,73
1536153586798,73
1536153587793,74
1536153588775,74
1536153589772,75
1536153590770,75
1536153591767,75
1536153592764,74
1536153593763,74
1536153594760,75
1536153595756,75
1536153596755,74
1536153597753,73
1536153598750,72
1536153599748,72
1536153600743,72
1536153601742,74
1536153602746,75
1536153603747,76
1536153604745,76
1536153605730,75
1536153606729,74
1536153607727,74
1536153608723,75
1536153610225,77
1536153611219,77
1536153612217,77
1536153613214,77
1536153614211,77
1536153615209,77
1536153616207,77
1536153617205,78
1536153618201,79
1536153619200,78
1536153620196,75
1536153621194,73
1536153622192,72
1536153623188,71
1536153624188,71
1536153625184,72
1536153626182,73
1536153627179,74
1536153628176,74
1536153629175,75
1536153630172,75
1536153631168,75
1536153632174,75
1536153633164,75
1536153634162,75
1536153635160,75
1536153636654,76
1536153637155,76
1536153638152,77
1536153639150,77
1536153640147,77
1536153641144,76
1536153642142,74
1536153643142,73
1536153644136,73
1536153645148,74
1536153646142,76
1536153647130,78
1536153648128,77
1536153649124,76
1536153650150,74
1536153651120,72
1536153652118,72
1536153653114,73
1536153654111,74
1536153655110,75
1536153656107,76
1536153657105,77
1536153658107,77
1536153659102,76
1536153660095,76
1536153661094,76
1536153662091,75
1536153663104,76
1536153664086,76
1536153665084,77
1536153666141,78
1536153667085,79
1536153668080,80
1536153669075,79
1536153670070,76
1536153671070,75
1536153672066,74
1536153673563,75
1536153674062,75
1536153675060,75
1536153676057,75
1536153677054,75
1536153678051,76
1536153679049,77
1536153680048,77
1536153681044,76
1536153682042,75
1536153683039,73
1536153684038,72
1536153685038,72
1536153686039,72
1536153687040,71
1536153688040,70
1536153689025,70
1536153690022,70
1536153691020,70
1536153692017,70
1536153693014,71
1536153694013,73
1536153695010,73
1536153696008,72
1536153697013,73
1536153698002,73
1536153698999,73
1536153699998,73
1536153700995,73
1536153701992,74
1536153702990,74
1536153703988,74
1536153704989,73
1536153705986,72
1536153706980,73
1536153707978,74
1536153708975,74
1536153709975,74
1536153710970,73
1536153711967,71
1536153712965,71
1536153713963,70
1536153714960,71
1536153715957,71
1536153716955,71
1536153717952,70
1536153718952,70
1536153719947,70
1536153720945,70
1536153721942,70
1536153722940,69
1536153723938,70
1536153724935,72
1536153725972,73
1536153726928,74
1536153727928,75
1536153728925,75
1536153729923,75
1536153730941,73
1536153731917,72
1536153732915,72
1536153733912,74
1536153734910,77
1536153735907,78
1536153736905,80
1536153737902,81
1536153738901,81
1536153739898,79
1536153740895,78
1536153741893,78
1536153742890,78
1536153743888,78
1536153744885,78
1536153745883,78
1536153746883,79
1536153747938,80
1536153748876,81
1536153749878,82
1536153750870,81
1536153751867,80
1536153752865,78
1536153753863,77
1536153754860,77
1536153755858,78
1536153756855,79
1536153757853,79
1536153758850,79
1536153759848,78
1536153760845,78
1536153761843,78
1536153762841,78
1536153763839,79
1536153764835,80
1536153765833,84
1536153766831,86
1536153767827,87
1536153768826,86
1536153769823,83
1536153770821,79
1536153771818,78
1536153772816,79
1536153773813,81
1536153774811,81
1536153775808,81
1536153776806,81
1536153777803,81
1536153778800,81
1536153779799,81
1536153780794,83
1536153781793,83
1536153782791,84
1536153783787,83
1536153784784,83
1536153785783,83
1536153786781,83
1536153787778,84
1536153788776,84
1536153789772,85
1536153790772,86
1536153791771,85
1536153792765,84
1536153793810,83
1536153794759,83
1536153795757,84
1536153796755,85
1536153797762,86
1536153798753,87
1536153799752,88
1536153800748,89
1536153801741,90
1536153802745,91
1536153803739,92
1536153804736,94
1536153805733,95
1536153806729,94
1536153807729,91
1536153809225,91
1536153810222,91
1536153811219,91
1536153812218,91
1536153813215,91
1536153814213,91
1536153815211,91
1536153816208,90
1536153817205,89
1536153818202,88
1536153819200,87
1536153820238,86
1536153821194,84
1536153822193,83
1536153823190,86
1536153824188,89
1536153825185,91
1536153826183,93
1536153827181,93
1536153828178,93
1536153829175,93
1536153830173,93
1536153831170,94
1536153832168,95
1536153833166,95
1536153834164,96
1536153835161,98
1536153836158,100
1536153837156,102
1536153838153,104
1536153839150,105
1536153840647,108
1536153841145,110
1536153842143,112
1536153843141,114
1536153844138,116
1536153845135,117
1536153846133,117
1536153847131,118
1536153848128,118
1536153849126,119
1536153850123,119
1536153851120,119
1536153852117,119
1536153853115,119
1536153854113,119
1536153855111,119
1536153856111,119
1536153857105,119
1536153858104,119
1536153859101,119
1536153860098,119
1536153861096,119
1536153862093,119
1536153863090,118
1536153864088,118
1536153865084,117
1536153866083,116
1536153867078,115
1536153868077,114
1536153869076,113
1536153870073,113
1536153871071,113
1536153872068,114
1536153873065,114
1536153874070,113
1536153875059,112
1536153876058,111
1536153877054,110
1536153878053,109
1536153879050,107
1536153880048,105
1536153881045,104
1536153882043,103
1536153883040,102
1536153884038,101
1536153885035,101
1536153886033,100
1536153887030,100
1536153888028,100
1536153889025,100
1536153890023,101
1536153891021,101
1536153892018,100
1536153893016,99
1536153894014,99
1536153895011,99
1536153896013,99
1536153897006,99
1536153898003,98
1536153899007,97
1536153899998,96
1536153900996,96
1536153901994,96
1536153902991,97
1536153903988,98
1536153904986,99
1536153905983,99
1536153906982,99
1536153907978,99
1536153908976,98
1536153909973,98
1536153910970,98
1536153911970,98
1536153912966,99
1536153913963,99
1536153914961,100
1536153915958,100
1536153916956,99
1536153917953,99
1536153918951,98
1536153919949,98
1536153920944,98
1536153921945,98
1536153922941,98
1536153923948,98
1536153924977,99
1536153925933,99
1536153926930,99
1536153927928,99
1536153928926,100
1536153929923,101
1536153930920,102
1536153931918,102
1536153932916,102
1536153933914,100
1536153934911,98
1536153935908,98
1536153936906,98
1536153937904,99
1536153938901,99
1536153939898,99
1536153940896,99
1536153941893,99
1536153942891,99
1536153943889,99
1536153944887,100
1536153945884,100
1536153946881,102
1536153947878,102
1536153948876,102
1536153949874,102
1536153950871,102
1536153951868,103
1536153952866,104
1536153953864,104
1536153954860,104
1536153955859,104
1536153956856,103
1536153957854,103
1536153958852,102
1536153959849,103
1536153960847,103
1536153961846,104
1536153962841,105
1536153963838,106
1536153964836,106
1536153965834,106
1536153966831,106
1536153967829,107
1536153968827,108
1536153969823,108
1536153970822,109
1536153971818,109
1536153972814,109
1536153973814,110
1536153974811,111
1536153975808,111
1536153977305,112
1536153977804,113
1536153978802,115
1536153979833,116
1536153980796,117
1536153981794,117
1536153982791,117
1536153983788,118
1536153984786,118
1536153985784,117
1536153986781,111
1536153987779,109
1536153988775,112
1536153989775,114
1536153990772,116
1536153991770,117
1536153992766,118
1536153993766,119
1536153994761,119
1536153995759,119
1536153996756,119
1536153997752,119
1536153998752,119
1536153999749,119
1536154000746,119
1536154001744,118
1536154002742,118
1536154003739,118
1536154004737,117
1536154005732,117
1536154006731,116
1536154007728,116
1536154009225,116
1536154010223,116
1536154011220,116
1536154012217,115
1536154013216,111
1536154014213,110
1536154015211,108
1536154016208,107
1536154017205,106
1536154018203,104
1536154019200,102
1536154020196,101
1536154021195,100
1536154022193,97
1536154023196,92
1536154024188,90
1536154025185,89
1536154026183,90
1536154027180,90
1536154028178,89
1536154029175,87
1536154030173,83
1536154031170,81
1536154032167,81
1536154033166,81
1536154034163,81
1536154035161,80
1536154036159,80
1536154037155,81
1536154038153,81
1536154039151,80
1536154040148,79
1536154041146,77
1536154042144,77
1536154043140,77
1536154044138,76
1536154045136,76
1536154046133,76
1536154047132,77
1536154048128,77
1536154049125,78
1536154050123,78
1536154051121,78
1536154052118,78
1536154053115,79
1536154054113,79
1536154055110,79
1536154056109,76
1536154057106,74
1536154058106,73
1536154059100,72
1536154060098,72
1536154061096,73
1536154062094,74
1536154063091,75
1536154064089,76
1536154065086,76
1536154066082,76
1536154067081,76
1536154068076,75
1536154069076,75
1536154070073,75
1536154071071,76
1536154072069,76
1536154073066,76
1536154074063,77
1536154075061,78
1536154076058,78
1536154077056,77
1536154078052,77
1536154079091,77
1536154080048,77
1536154081046,77
1536154082043,77
1536154083041,77
1536154084038,78
1536154085036,78
1536154086033,78
1536154087032,78
1536154088029,78
1536154089026,78
1536154090023,78
1536154091021,76
1536154092019,75
1536154093022,76
1536154094014,77
1536154095012,78
1536154096009,77
1536154097006,77
1536154098003,75
1536154099002,75
1536154099999,75
1536154100997,75
1536154101994,75
1536154102991,74
1536154103989,73
1536154105485,73
1536154105984,74
1536154106982,75
1536154107979,76
1536154108976,75
1536154109974,74
1536154110972,73
1536154111970,73
1536154112966,74
1536154113964,75
1536154114962,75
1536154115959,74
1536154116956,73
1536154117954,73
1536154118954,74
1536154119949,75
1536154120947,75
1536154121944,74
1536154122941,74
1536154123939,73
1536154124936,73
1536154125934,74
1536154127430,76
1536154128426,76
1536154128926,76
1536154129924,72
1536154130921,70
1536154131918,69
1536154132917,70
1536154133914,72
1536154134913,73
1536154135910,73
1536154136906,73
1536154137905,73
1536154138902,74
1536154139899,74
1536154140897,74
1536154141894,74
1536154142892,74
1536154143889,74
1536154144887,76
1536154145884,77
1536154146881,77
1536154147879,77
1536154148879,74
1536154149874,72
1536154150872,70
1536154151869,71
1536154153366,72
1536154153867,73
1536154154861,73
1536154155859,73
1536154156856,72
1536154157855,71
1536154158852,71
1536154159849,71
1536154160847,72
1536154161844,73
1536154162842,73
1536154163839,73
1536154164837,73
1536154165834,74
1536154166832,75
1536154167829,76
1536154168827,78
1536154169824,77
1536154170822,76
1536154171819,75
1536154173316,73
1536154173815,73
1536154174810,74
1536154175809,74
1536154176806,74
1536154177805,74
1536154178802,75
1536154179799,77
1536154180797,77
1536154181794,77
1536154182792,76
1536154183790,75
1536154184787,75
1536154185785,76
1536154186782,78
1536154187779,78
1536154188775,77
1536154189774,75
1536154190783,75
1536154191787,75
1536154192763,75
1536154193764,75
1536154194761,75
1536154195759,75
1536154196757,74
1536154197754,75
